gene_id	logFC	logCPM	LR	PValue	FDR	FC	entrez_id
Zfp157	0.493484871	5.012095008	4.09530042	0.043002587	0.089509257	1.407841453	72154
Tmem128	0.483030093	5.195917649	4.095200597	0.043005127	0.089509257	1.397676125	66309
Nsmce2	0.4947813	4.990393531	4.094619598	0.04301991	0.08952671	1.409107131	68501
Ubqln4	0.447539647	6.22668292	4.093991048	0.043035909	0.089546687	1.363712615	94232
Pcdh8	-1.049123433	3.045101503	4.093075539	0.043059223	0.089571068	-2.069272196	18530
Zfp260	0.472902377	6.856406029	4.093028215	0.043060429	0.089571068	1.387898801	26466
Sep-01	-1.37256065	1.975316797	4.09241865	0.04307596	0.089590057	-2.589297348	54204
Adcy8	0.754506826	6.109169233	4.091395044	0.043102053	0.089631005	1.687054787	11514
BC026585	-1.009806806	2.684880631	4.089311891	0.043155208	0.089728206	-2.013641432	NA
Racgap1	0.736948626	7.114185829	4.087611938	0.043198636	0.08979953	1.666647065	26934
Atg4a	-0.742999493	3.055441333	4.087466756	0.043202347	0.08979953	-1.673651897	666468
Pla2g2d	-1.461910002	2.613220196	4.086938426	0.043215854	0.089814266	-2.754728243	18782
Camk2b	0.555830008	6.386320435	4.083991762	0.043291272	0.089957643	1.470014115	12323
Npy	-1.083811834	3.46992483	4.081696743	0.043350107	0.090048956	-2.119629093	109648
Bcl9l	-0.700838983	4.154867021	4.081593908	0.043352745	0.090048956	-1.62544978	80288
Tmem192	-0.692318156	3.56434893	4.081524676	0.043354522	0.090048956	-1.615877864	73067
Slc35a1	0.502466648	4.825734284	4.079491092	0.04340673	0.090144016	1.416633583	24060
Spata1	-0.954979268	0.92184396	4.078916353	0.043421498	0.090161303	-1.938551776	70951
Ccdc174	0.533501552	4.445408137	4.076848754	0.043474667	0.090249739	1.447437999	232236
Usp5	0.458151184	7.338189022	4.076758555	0.043476988	0.090249739	1.373780188	22225
Rbm34	0.501680427	4.923788658	4.072586196	0.043584496	0.090459486	1.415861775	52202
0610007P14Rik	0.580834406	4.038986084	4.071958279	0.0436007	0.090479696	1.495714069	NA
Lrrc49	0.481203935	5.408351881	4.070698214	0.043633235	0.090533787	1.395908072	102747
Tsc1	0.448294442	6.249573804	4.070233566	0.043645239	0.090545268	1.364426274	64930
Rhoq	-0.438468495	6.632147555	4.069348391	0.043668117	0.090556236	-1.355164976	104215
Guk1	0.478963269	5.384772915	4.069181226	0.043672438	0.090556236	1.393741754	14923
Mex3c	0.44705616	6.655874284	4.068917258	0.043679264	0.090556236	1.363255674	240396
Rsf1	0.463404393	7.015574879	4.068785306	0.043682676	0.090556236	1.37879158	233532
Rps15a-ps6	0.54102798	4.772255376	4.068777281	0.043682884	0.090556236	1.455008903	100042173
Shfm1	0.485852362	6.879476975	4.067050648	0.043727561	0.090635426	1.400413002	NA
Igsf8	0.482291586	6.514578206	4.066640599	0.043738178	0.090644006	1.396960847	140559
Rps7	0.485654358	9.391947104	4.065856072	0.043758499	0.090672691	1.400220814	20115
Espl1	0.83045784	6.688277486	4.063607458	0.043816799	0.090780051	1.778249601	105988
Parg	0.445253309	6.755182439	4.062877644	0.043835738	0.090805845	1.361553158	26430
Plekha8	0.477097595	5.242058164	4.060037513	0.043909524	0.090940295	1.391940551	231999
Sh3d19	0.466319757	6.129689929	4.059879199	0.043913641	0.090940295	1.381580626	27059
Hist2h2bb	0.779595518	9.18165634	4.05858508	0.043947308	0.09099655	1.716649516	319189
1700020I14Rik	-0.496571597	5.09722065	4.055834409	0.044018959	0.091131425	-1.410856832	66602
Gtf3c5	0.530813475	4.870382211	4.051776241	0.044124894	0.091337224	1.444743596	70239
Wnk1	-0.554162198	8.410490375	4.051111689	0.044142267	0.091359671	-1.468315705	232341
Kantr	0.685549726	3.777624871	4.049974436	0.044172014	0.091403093	1.608314699	72997
Mrpl52	-0.503834848	4.731297575	4.049810226	0.044176311	0.091403093	-1.417977704	68836
Rrp1	0.466007671	7.429858122	4.04909772	0.044194961	0.091428161	1.381281793	18114
Adss	0.420231242	6.549887266	4.04691018	0.044252271	0.091528751	1.338142021	11566
Ube2v2	0.435971064	6.402018995	4.046569358	0.044261207	0.091528751	1.352821098	70620
Rps4x	0.470803723	9.873124297	4.046493072	0.044263207	0.091528751	1.385881326	20102
Nbn	0.515606394	4.898645363	4.045663853	0.044284958	0.091560197	1.429594901	27354
Pop7	0.579530056	4.191168545	4.044046224	0.044327421	0.091634451	1.494362395	74097
Brwd3	0.448176317	5.698372315	4.037019289	0.044512376	0.092003201	1.364314563	382236
Zak	-0.504732422	6.457034706	4.033968405	0.04459293	0.092156089	-1.418860174	NA
Ddx6	0.453713893	8.124077829	4.033666447	0.044600912	0.092158972	1.36956135	13209
Timeless	0.554222033	6.520415189	4.031936881	0.044646655	0.092237117	1.468376604	21853
Sptbn1	-0.485224824	9.461441899	4.031738176	0.044651914	0.092237117	-1.399803988	20742
Tmem143	-0.609492089	4.172761447	4.027335444	0.044768595	0.092464495	-1.525721973	70209
Gen1	0.675636767	4.788534578	4.026866711	0.044781037	0.092476542	1.597301623	209334
Sipa1l1	-0.507368894	5.982334119	4.024363662	0.044847535	0.092600201	-1.42145546	217692
St3gal4	-0.566232787	4.435076166	4.02237901	0.044900335	0.092695544	-1.48065219	20443
Abhd17b	0.445551418	5.579883216	4.020103409	0.044960957	0.092807002	1.361834529	226016
Tpgs2	0.492143844	5.257388739	4.017189831	0.045038699	0.092953764	1.406533432	66648
Fbll1	0.689250085	4.798026311	4.016143761	0.045066646	0.092997725	1.612445149	237730
Pdia6	-0.492354907	7.605740517	4.012838047	0.045155081	0.093166477	-1.406739219	71853
Orc1	0.695827407	3.566110149	4.011080426	0.045202176	0.093249896	1.619813153	18392
Actn4	-0.490248686	7.64512138	4.010504684	0.045217614	0.093267993	-1.404686989	60595
0610010B08Rik	0.496278878	4.966087342	4.009691081	0.045239439	0.093299259	1.410570603	NA
Asic2	-1.003119763	1.390472497	4.007962225	0.045285854	0.093381219	-2.00432959	11418
Zfp770	0.45863926	5.484644931	4.006654165	0.045321004	0.093439932	1.374245028	228491
Mecom	0.680468515	4.874545641	4.005565411	0.045350284	0.093478366	1.602660135	14013
Raver2	0.690047726	4.156841421	4.005464189	0.045353007	0.093478366	1.613336889	242570
Ano8	0.515127121	5.783521223	4.004654114	0.045374806	0.093509524	1.429120059	382014
Rhob	-0.495699454	6.578111695	4.002689258	0.045427727	0.093604798	-1.410004194	11852
Ncaph2	0.499769492	7.603917315	4.000229951	0.045494057	0.09372767	1.413987623	52683
Rpp25l	0.639830307	4.229134817	3.993733598	0.04566976	0.094075807	1.558145876	69961
Trmt112	0.486122107	5.038604708	3.990188158	0.045765953	0.09426008	1.400674866	67674
Myo5b	-1.331266821	2.496141566	3.989295056	0.045790218	0.094296177	-2.516235268	17919
Shroom2	0.611740934	4.842219837	3.987862922	0.045829156	0.094362476	1.528102094	110380
Abcc10	-0.74994619	3.380752207	3.985226629	0.045900926	0.094488355	-1.681730104	224814
Cdc42se2	0.438992908	6.861162047	3.984927702	0.045909071	0.094488355	1.355657663	72729
Maoa	0.501752558	6.472669874	3.984873417	0.04591055	0.094488355	1.415932566	17161
Saraf	-0.482670483	6.312956208	3.984358418	0.045924587	0.094503345	-1.39732778	67887
Plekhj1	0.557554257	4.136512177	3.984090702	0.045931886	0.094504467	1.471772065	78670
Mta2	0.441592505	7.002454688	3.983112364	0.045958569	0.094545465	1.358102629	23942
Shprh	0.454844063	6.817398981	3.982300704	0.045980718	0.094577126	1.370634649	268281
2310057M21Rik	0.611294861	4.124682947	3.979998261	0.046043611	0.09469257	1.527629686	68277
Ddx51	0.530350144	5.019815679	3.97971429	0.046051374	0.094694618	1.444279682	69663
Wbscr22	0.52419883	4.776012936	3.979172537	0.046066188	0.094705325	1.43813472	NA
Fam83g	-0.851224291	1.375865663	3.979028882	0.046070117	0.094705325	-1.804031202	69640
Ube2n	0.447197704	7.480378888	3.978296558	0.046090152	0.094732594	1.363389431	93765
Jak2	-0.530229877	6.33941064	3.977656572	0.046107668	0.094754678	-1.444159287	16452
Nudt4	0.463652773	7.903094311	3.975640688	0.046162889	0.094854229	1.379028978	71207
Frmd4b	0.51478269	7.127696173	3.973386641	0.046224715	0.094965146	1.42877891	232288
Adm	-0.796362466	3.243714021	3.973178018	0.046230442	0.094965146	-1.736716737	11535
Crebzf	0.450454616	7.239388589	3.972807675	0.04624061	0.094972091	1.366470785	233490
Samd1	0.533607399	5.202312753	3.970946049	0.046291757	0.095063188	1.447544198	666704
Grk6	0.439211911	6.05643082	3.970434579	0.04630582	0.095078113	1.355863469	26385
Fga	-3.045739769	4.50268222	3.968286998	0.046364917	0.095185487	-8.257698637	14161
Lrwd1	0.536385942	5.057186384	3.965318726	0.046446728	0.095339455	1.450334767	71735
Nudt22	-0.875524201	2.074200198	3.962790213	0.046516539	0.095468749	-1.834674591	68323
Grb10	0.560184686	9.297788512	3.9620385	0.046537315	0.095497381	1.474457958	14783
Tmem169	0.607203819	4.416723001	3.959487709	0.046607886	0.095628174	1.523303932	271711
Ing1	0.460743022	5.237601867	3.959210163	0.046615571	0.09562992	1.376250437	26356
Rpl3	0.476844628	10.02787682	3.958666179	0.046630638	0.095646808	1.391696504	27367
Pop5	0.569289818	4.406753632	3.958001306	0.046649061	0.095670572	1.483792978	117109
Ndufc2	0.513340572	6.60411653	3.955852357	0.046708658	0.095778758	1.427351416	68197
Sqstm1	-0.57388561	7.575117638	3.952887045	0.046791026	0.095933601	-1.488527227	18412
Slc7a6os	0.498580818	4.823534418	3.951004396	0.046843401	0.096026913	1.412823082	66432
Nfkbib	0.619924209	3.8608682	3.946777753	0.046961209	0.096254314	1.536794445	18036
Rgag4	0.518341123	4.436344216	3.946354948	0.046973011	0.096264404	1.432307368	NA
Setd7	0.462040387	7.392552587	3.945889921	0.046985995	0.096276912	1.377488607	73251
Auh	0.528435053	4.873363073	3.944439458	0.047026519	0.096345838	1.442363759	11992
Cep78	0.520979274	5.480573076	3.941953866	0.047096047	0.096474159	1.43492892	208518
Sart3	0.467085119	5.90667666	3.939064413	0.047177008	0.09662586	1.382313761	53890
Snx29	-0.574178851	4.280453895	3.937325113	0.047225814	0.096711666	-1.488829814	74478
Plekhh1	0.665368615	3.870875611	3.936163968	0.047258426	0.096752085	1.585973444	211945
Usp47	0.448495634	8.184033555	3.936053569	0.047261527	0.096752085	1.364616565	74996
Hmgcll1	0.717501828	4.050029113	3.935883934	0.047266294	0.096752085	1.644332241	208982
Rbm18	0.441509953	5.925205684	3.935368796	0.047280772	0.096767566	1.35802492	67889
Nt5c2	0.443114689	6.016469707	3.934401683	0.047307966	0.096809063	1.359536316	76952
Stox2	0.546930645	6.650186388	3.932582921	0.047359152	0.096899637	1.460974143	71069
Ikzf3	-1.902850218	2.042577906	3.932271797	0.047367914	0.096903395	-3.739512532	22780
Zbtb10	0.439826008	6.362732266	3.931392127	0.047392697	0.096939922	1.356440728	229055
Hist1h4k	0.750800121	8.144548483	3.929387616	0.04744922	0.097041352	1.682725814	319160
Kbtbd4	0.519729798	4.657980335	3.929025981	0.047459425	0.097048039	1.433686708	67136
Cdkn3	0.854579946	2.540049592	3.927799328	0.047494057	0.097104667	1.808232195	72391
Zmynd8	-0.517626553	6.227200127	3.924055695	0.047599916	0.097306885	-1.431598119	228880
Svop	0.613670893	4.615382054	3.923354234	0.047619779	0.09733327	1.530147673	68666
Btf3	0.463762514	8.354520299	3.922347876	0.047648291	0.097377323	1.37913388	218490
Ireb2	0.454968244	7.5448554	3.915966655	0.047829501	0.097733384	1.370752633	64602
Cdca7l	0.534305128	5.239479761	3.915673942	0.047837831	0.097736133	1.448244441	217946
Clspn	0.784417488	6.203334894	3.914901632	0.047859816	0.097766775	1.722396733	269582
Ppp1ca	0.47822912	8.260542591	3.913149018	0.047909747	0.097854486	1.393032696	19045
Ercc6l2	0.436214017	6.472901893	3.911261151	0.047963592	0.097950166	1.353048934	76251
Puf60	0.458692753	7.133071332	3.909560298	0.048012157	0.098035039	1.374295985	67959
Smim14	-0.487623094	5.268191792	3.906990941	0.048085621	0.098170717	-1.402132894	68552
Il17ra	-0.58227744	4.750060646	3.905621972	0.048124811	0.098236394	-1.497210883	16172
Swt1	0.479264011	4.749685436	3.905224954	0.048136183	0.098240283	1.394032321	66875
Fads1	0.493048743	6.8543681	3.905065268	0.048140758	0.098240283	1.407415925	76267
Noc2l	0.51225872	6.800601047	3.903025042	0.048199247	0.0983453	1.426281471	57741
Trerf1	-0.822114223	3.219360498	3.902125183	0.048225068	0.098383639	-1.767995034	224829
Itgb1	-0.473556741	9.435316816	3.900681264	0.048266532	0.098453874	-1.388528453	16412
Gpank1	0.58404055	4.330897425	3.892918316	0.048490097	0.098895485	1.499041735	81845
Lamtor1	-0.426806727	6.104438236	3.890866287	0.048549375	0.098988314	-1.344254897	66508
Csde1	0.474907144	9.845627328	3.890852967	0.04854976	0.098988314	1.389828764	229663
Luc7l3	0.450030039	7.727799625	3.886531437	0.048674852	0.099228905	1.3660687	67684
Osbpl1a	-0.495719839	5.083914259	3.884089821	0.048745677	0.099358815	-1.410024117	64291
Gp1bb	-0.944931712	1.459993235	3.880852065	0.048839765	0.099534136	-1.925097763	14724
Wdr13	0.439390934	6.231268341	3.880640595	0.048845917	0.099534136	1.356031728	73447
Fancd2	0.718563385	5.817573727	3.8792654	0.048885943	0.099601193	1.645542611	211651
Ranbp2	0.45440392	9.259102888	3.878896379	0.048896689	0.099608585	1.370216554	19386
Exo5	0.549559125	4.115024494	3.875864796	0.048985068	0.099774098	1.463638352	73172
Metap1	0.454209217	5.566219485	3.874317748	0.049030233	0.099851558	1.370031645	75624
Zfyve26	-0.586505253	5.630911146	3.872490458	0.049083637	0.099929347	-1.50160489	211978
Gfpt1	0.430471856	6.644777606	3.872418649	0.049085737	0.099929347	1.347674282	14583
B430319G15Rik	-0.82837434	1.62490198	3.872277868	0.049089854	0.099929347	-1.775683356	78575
Gatad2a	0.455442618	6.9041444	3.871850335	0.04910236	0.099940265	1.371203425	234366
Nrf1	0.470614454	5.530711975	3.869150515	0.049181408	0.100086597	1.385699522	18181
BC005561	0.453782991	5.930430355	3.868502787	0.049200393	0.100110673	1.369626947	100042165
Rpl36a	0.469517192	7.924408881	3.867868366	0.049218995	0.100133964	1.384646009	19982
Fzr1	0.460983161	5.755722446	3.865952336	0.049275222	0.100224737	1.376479536	56371
Ankrd34b	0.817506991	2.855340435	3.865859836	0.049277938	0.100224737	1.762357966	218440
Trappc11	0.424865902	6.073050754	3.864520836	0.049317274	0.100290164	1.342447717	320714
B230219D22Rik	0.450193314	7.822817381	3.864075049	0.049330377	0.100302233	1.366223312	78521
Hist2h2ab	0.790664312	3.564193502	3.863617828	0.049343821	0.100314991	1.729870826	621893
Wdr33	0.444508534	6.78962423	3.862729096	0.049369962	0.100340228	1.360850452	74320
Med12	-0.488744888	5.827323334	3.862708231	0.049370576	0.100340228	-1.403223571	59024
Bcl7a	0.582840574	5.767334811	3.862301473	0.049382546	0.10034998	1.49779541	77045
Cep152	0.563576077	4.833135582	3.859924069	0.049452566	0.100477677	1.477928091	99100
Vapa	0.460787647	7.512985229	3.857118064	0.049535345	0.100627945	1.376293007	30960
B3gnt5	0.630393011	4.309424822	3.856929713	0.049540907	0.100627945	1.54798663	108105
Ube2f	0.489842415	4.758766019	3.85617011	0.049563344	0.100658907	1.404291478	67921
Mki67	0.752382157	10.43538014	3.855897875	0.049571388	0.100660634	1.684572076	17345
Hiatl1	-0.441769132	6.096785491	3.85363234	0.049638381	0.100782046	-1.358268909	NA
Cfap36	0.45403444	5.775915567	3.852997402	0.049657173	0.100805575	1.369865681	216618
Ccdc120	0.727070207	3.179780794	3.851834141	0.049691623	0.100860875	1.655274183	54648
Tmem65	-0.435345089	6.425238933	3.850630853	0.049727284	0.100918619	-1.352234246	74868
Mapk1	0.434299594	8.163263998	3.850036087	0.04974492	0.100927588	1.351254661	26413
Hnrnpa2b1	0.490228068	8.797429998	3.849995361	0.049746128	0.100927588	1.404666915	53379
Mapk8ip2	0.517837211	6.106960675	3.848020157	0.049804748	0.101031871	1.431807171	60597
Purg	0.605852325	4.187877588	3.846135832	0.049860739	0.101130791	1.521877593	75029
E130309D14Rik	0.652425353	3.814176408	3.84438036	0.049912961	0.101222039	1.571808384	NA
Arhgef4	0.607660375	3.900167103	3.843088383	0.049951432	0.101285378	1.523786073	226970
Timm23	0.492360857	6.942873969	3.840268415	0.050035511	0.101441162	1.40674502	53600
Ccdc163	-0.744836881	2.320800804	3.837277525	0.050124848	0.101607562	-1.675784785	68394
Camta1	0.61806702	6.813563694	3.835245749	0.050185634	0.101716045	1.534817394	100072
Hsdl1	0.433186001	5.624100453	3.834038071	0.050221801	0.101774607	1.350212051	72552
Dnlz	0.523407926	4.566384521	3.832691636	0.050262156	0.101841638	1.437346532	52838
Gm12942	-0.862486223	2.162807026	3.831578307	0.050295551	0.101894548	-1.818168897	NA
Taf15	0.474777648	5.138215691	3.822233232	0.050576785	0.102449472	1.389704018	70439
Rbm14	0.4986704	6.073260274	3.821237821	0.050606839	0.102495512	1.412910812	56275
Srebf2	0.54922327	5.971555232	3.819793649	0.050650476	0.102569046	1.463297661	20788
Aggf1	0.417346751	5.949054987	3.818558635	0.050687824	0.102629826	1.335469244	66549
Dis3l	0.480260161	5.064708458	3.81697322	0.050735812	0.102712126	1.394995203	213550
Gm561	0.694775935	3.618669576	3.813405059	0.05084399	0.102912833	1.618633024	NA
Jarid2	0.481081849	7.058262391	3.812996086	0.050856405	0.102912833	1.39578995	16468
Cdc42bpa	0.458260852	7.103037061	3.812720519	0.050864771	0.102912833	1.373884621	226751
Pik3ca	0.436595168	7.391451254	3.812643149	0.050867121	0.102912833	1.353406449	18706
Kcnq2	0.593338231	7.152574562	3.812320904	0.050876907	0.102912833	1.508733749	16536
Ska1	0.895683643	3.538338309	3.812249342	0.050879081	0.102912833	1.860491298	66468
Kpna6	0.421225242	6.761794347	3.811230369	0.050910041	0.102960573	1.339064303	16650
Nptx1	-0.898757395	2.478113441	3.810795484	0.05092326	0.102972425	-1.864459418	18164
Agap3	0.458125547	5.942746416	3.809350341	0.050967215	0.103046416	1.373755776	213990
Nfe2l1	-0.485728721	7.071664734	3.80859263	0.050990278	0.10307815	-1.40029299	18023
Rps6	0.469193976	9.672610864	3.805436004	0.051086474	0.103257696	1.384335833	20104
Nrp2	0.434110827	7.992573241	3.803840673	0.051135164	0.103341182	1.35107787	18187
Stat2	-0.726062229	6.993167665	3.803045518	0.05115945	0.103375334	-1.654118083	20847
Cep83os	-0.9810006	3.498594494	3.802318107	0.051181678	0.103405317	-1.973833913	67723
Nhsl1	0.499927119	5.180754143	3.8015527	0.051205079	0.103437659	1.414142122	215819
Arfgef1	0.435523678	7.920862284	3.801157767	0.051217157	0.103447124	1.352401647	211673
2410089E03Rik	0.472603014	6.409858541	3.800775608	0.051228848	0.103455804	1.387610838	NA
Mri1	0.608601045	3.843113915	3.799646538	0.051263403	0.10351065	1.52477994	67873
Elp4	0.447446402	5.224468744	3.799285595	0.051274455	0.103518029	1.363624478	77766
Tmem170b	0.440582092	6.364286842	3.798766384	0.051290358	0.103535196	1.357151794	621976
Pak4	0.551709766	4.429164796	3.797930084	0.051315984	0.103571983	1.465821841	70584
Fam84b	-0.730095209	3.721557741	3.797443332	0.051330905	0.103587158	-1.658748555	NA
Slc25a15	0.580710127	4.542448851	3.796055036	0.051373487	0.103658141	1.495585229	18408
Cmc2	0.657183705	3.725490673	3.794812399	0.051411634	0.103720155	1.577001142	66531
4921524J17Rik	0.574608353	4.065302365	3.792599764	0.051479632	0.103842366	1.489273117	66714
Arpc5l	0.449179754	5.557625779	3.79010966	0.051556271	0.103981968	1.365263814	74192
Slit1	-0.870407154	4.977398419	3.788612502	0.051602407	0.104060021	-1.828178772	20562
Rpp14	0.48007709	4.849337342	3.787572669	0.051634477	0.104109687	1.394818196	67053
Sppl2b	-0.576368115	4.089732727	3.787075179	0.051649827	0.104125635	-1.491090802	73218
